"ID","post_author","post_date","post_date_gmt","post_content","post_title","post_excerpt","post_status","comment_status","ping_status","post_password","post_name","to_ping","pinged","post_modified","post_modified_gmt","post_content_filtered","post_parent","guid","menu_order","post_type","post_mime_type","comment_count"
"2862","11","2014-03-16 00:01:00","2014-03-16 04:01:00",,"Rouge The Bat In Latexxx",,"publish","open","open",,"rouge-the-bat-in-latexxx",,,"2014-03-16 00:01:00","2014-03-16 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-in-latexxx/","0","comic",,"0"
"2864","11","2014-03-16 00:01:00","2014-03-16 04:01:00",,"Rouge The Bat In Latexxxx",,"publish","open","open",,"rouge-the-bat-in-latexxxx",,,"2014-03-16 00:01:00","2014-03-16 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-in-latexxxx/","0","comic",,"0"
"2866","11","2014-03-16 00:01:00","2014-03-16 04:01:00",,"Rouge The Bat In Latexxxxxxx",,"publish","open","open",,"rouge-the-bat-in-latexxxxxxx",,,"2014-03-16 00:01:00","2014-03-16 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-in-latexxxxxxx/","0","comic",,"0"
"2868","11","2014-03-16 00:01:00","2014-03-16 04:01:00",,"Rouge The Bat In Latexxxxxxxx",,"publish","open","open",,"rouge-the-bat-in-latexxxxxxxx",,,"2014-03-16 00:01:00","2014-03-16 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-in-latexxxxxxxx/","0","comic",,"0"
"2870","11","2014-03-16 00:01:00","2014-03-16 04:01:00",,"Rouge The Bat In Latexxxxxxxxxx",,"publish","open","open",,"rouge-the-bat-in-latexxxxxxxxxx",,,"2014-03-16 00:01:00","2014-03-16 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-in-latexxxxxxxxxx/","0","comic",,"0"
"2872","11","2014-03-16 00:01:00","2014-03-16 04:01:00",,"Rouge The Bat In Latexxxxxxxxxxxx",,"publish","open","open",,"rouge-the-bat-in-latexxxxxxxxxxxx",,,"2014-03-16 00:01:00","2014-03-16 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-in-latexxxxxxxxxxxx/","0","comic",,"0"
"2874","11","2014-03-16 00:01:00","2014-03-16 04:01:00",,"Rouge The Bat In Latexxxxxxxxxxxxxxx",,"publish","open","open",,"rouge-the-bat-in-latexxxxxxxxxxxxxxx",,,"2014-03-16 00:01:00","2014-03-16 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-in-latexxxxxxxxxxxxxxx/","0","comic",,"0"
"2876","11","2014-03-16 00:01:00","2014-03-16 04:01:00",,"Rouge The Bat In Latexxxxxxxxxxxxxxxx",,"publish","open","open",,"rouge-the-bat-in-latexxxxxxxxxxxxxxxx",,,"2014-03-16 00:01:00","2014-03-16 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-in-latexxxxxxxxxxxxxxxx/","0","comic",,"0"
"2878","11","2014-03-17 00:01:00","2014-03-17 04:01:00",,"Rouge The Butt",,"publish","open","open",,"rouge-the-butt",,,"2014-03-17 00:01:00","2014-03-17 04:01:00",,"0","https://shad-base.com/comic/rouge-the-butt/","0","comic",,"0"
"2880","11","2014-03-17 00:01:00","2014-03-17 04:01:00",,"Rouge The Buttx",,"publish","open","open",,"rouge-the-buttx",,,"2014-03-17 00:01:00","2014-03-17 04:01:00",,"0","https://shad-base.com/comic/rouge-the-buttx/","0","comic",,"0"
"2882","11","2014-03-17 00:01:00","2014-03-17 04:01:00",,"Rouge The Buttxx",,"publish","open","open",,"rouge-the-buttxx",,,"2014-03-17 00:01:00","2014-03-17 04:01:00",,"0","https://shad-base.com/comic/rouge-the-buttxx/","0","comic",,"0"
"2884","11","2014-03-18 00:01:00","2014-03-18 04:01:00",,"Rouge The Bat Vs Chaos",,"publish","open","open",,"rouge-the-bat-vs-chaos",,,"2014-03-18 00:01:00","2014-03-18 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-vs-chaos/","0","comic",,"0"
"2886","11","2014-03-18 00:01:00","2014-03-18 04:01:00",,"Rouge The Bat Vs Chaosx",,"publish","open","open",,"rouge-the-bat-vs-chaosx",,,"2014-03-18 00:01:00","2014-03-18 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-vs-chaosx/","0","comic",,"0"
"2888","11","2014-03-18 00:01:00","2014-03-18 04:01:00",,"Rouge The Bat Vs Chaosxx",,"publish","open","open",,"rouge-the-bat-vs-chaosxx",,,"2014-03-18 00:01:00","2014-03-18 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-vs-chaosxx/","0","comic",,"0"
"2890","11","2014-03-18 00:01:00","2014-03-18 04:01:00",,"Rouge The Bat Vs Chaosxxx",,"publish","open","open",,"rouge-the-bat-vs-chaosxxx",,,"2014-03-18 00:01:00","2014-03-18 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-vs-chaosxxx/","0","comic",,"0"
"2892","11","2014-03-18 00:01:00","2014-03-18 04:01:00",,"Rouge The Bat Vs Chaosxxxx",,"publish","open","open",,"rouge-the-bat-vs-chaosxxxx",,,"2014-03-18 00:01:00","2014-03-18 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-vs-chaosxxxx/","0","comic",,"0"
"2894","11","2014-03-18 00:01:00","2014-03-18 04:01:00",,"Rouge The Bat Vs Chaosxxxxx",,"publish","open","open",,"rouge-the-bat-vs-chaosxxxxx",,,"2014-03-18 00:01:00","2014-03-18 04:01:00",,"0","https://shad-base.com/comic/rouge-the-bat-vs-chaosxxxxx/","0","comic",,"0"
"2896","11","2014-03-30 00:01:00","2014-03-30 04:01:00",,"Black Widow",,"publish","open","open",,"black-widow",,,"2014-03-30 00:01:00","2014-03-30 04:01:00",,"0","https://shad-base.com/comic/black-widow/","0","comic",,"0"
"2898","11","2014-03-30 00:01:00","2014-03-30 04:01:00",,"Black Widowx",,"publish","open","open",,"black-widowx",,,"2014-03-30 00:01:00","2014-03-30 04:01:00",,"0","https://shad-base.com/comic/black-widowx/","0","comic",,"0"
"2900","11","2014-03-30 00:01:00","2014-03-30 04:01:00",,"Black Widowxx",,"publish","open","open",,"black-widowxx",,,"2014-03-30 00:01:00","2014-03-30 04:01:00",,"0","https://shad-base.com/comic/black-widowxx/","0","comic",,"0"
"2902","11","2014-04-01 00:01:00","2014-04-01 04:01:00",,"April 2014",,"publish","open","open",,"april-2014",,,"2014-04-01 00:01:00","2014-04-01 04:01:00",,"0","https://shad-base.com/comic/april-2014/","0","comic",,"0"
"2904","11","2014-04-02 00:01:00","2014-04-02 04:01:00",,"Teenage Barely Legal Sisters",,"publish","open","open",,"teenage-barely-legal-sisters",,,"2014-04-02 00:01:00","2014-04-02 04:01:00",,"0","https://shad-base.com/comic/teenage-barely-legal-sisters/","0","comic",,"0"
"2906","11","2014-04-03 00:01:00","2014-04-03 04:01:00",,"Aprils Signature Color",,"publish","open","open",,"aprils-signature-color",,,"2014-04-03 00:01:00","2014-04-03 04:01:00",,"0","https://shad-base.com/comic/aprils-signature-color/","0","comic",,"0"
"2908","11","2014-04-03 00:01:00","2014-04-03 04:01:00",,"Aprils Signature Colorx",,"publish","open","open",,"aprils-signature-colorx",,,"2014-04-03 00:01:00","2014-04-03 04:01:00",,"0","https://shad-base.com/comic/aprils-signature-colorx/","0","comic",,"0"
"2910","11","2014-04-03 00:01:00","2014-04-03 04:01:00",,"Aprils Signature Colorxx",,"publish","open","open",,"aprils-signature-colorxx",,,"2014-04-03 00:01:00","2014-04-03 04:01:00",,"0","https://shad-base.com/comic/aprils-signature-colorxx/","0","comic",,"0"
"2912","11","2014-04-03 00:01:00","2014-04-03 04:01:00",,"Aprils Signature Colorxxx",,"publish","open","open",,"aprils-signature-colorxxx",,,"2014-04-03 00:01:00","2014-04-03 04:01:00",,"0","https://shad-base.com/comic/aprils-signature-colorxxx/","0","comic",,"0"
"2914","11","2014-04-03 00:01:00","2014-04-03 04:01:00",,"Aprils Signature Colorxxxx",,"publish","open","open",,"aprils-signature-colorxxxx",,,"2014-04-03 00:01:00","2014-04-03 04:01:00",,"0","https://shad-base.com/comic/aprils-signature-colorxxxx/","0","comic",,"0"
"2916","11","2014-04-03 00:01:00","2014-04-03 04:01:00",,"Aprils Signature Colorxxxxs",,"publish","open","open",,"aprils-signature-colorxxxxs",,,"2014-04-03 00:01:00","2014-04-03 04:01:00",,"0","https://shad-base.com/comic/aprils-signature-colorxxxxs/","0","comic",,"0"
"2918","11","2014-04-04 00:01:00","2014-04-04 04:01:00",,"My Teenage Sister",,"publish","open","open",,"my-teenage-sister",,,"2014-04-04 00:01:00","2014-04-04 04:01:00",,"0","https://shad-base.com/comic/my-teenage-sister/","0","comic",,"0"
"2920","11","2014-04-04 00:01:00","2014-04-04 04:01:00",,"My Teenage Sisterx",,"publish","open","open",,"my-teenage-sisterx",,,"2014-04-04 00:01:00","2014-04-04 04:01:00",,"0","https://shad-base.com/comic/my-teenage-sisterx/","0","comic",,"0"
"2922","11","2014-04-05 00:01:00","2014-04-05 04:01:00",,"Pervy Teenage Naked Sister",,"publish","open","open",,"pervy-teenage-naked-sister",,,"2014-04-05 00:01:00","2014-04-05 04:01:00",,"0","https://shad-base.com/comic/pervy-teenage-naked-sister/","0","comic",,"0"
"2924","11","2014-04-06 00:01:00","2014-04-06 04:01:00",,"Aprils In Time",,"publish","open","open",,"aprils-in-time",,,"2014-04-06 00:01:00","2014-04-06 04:01:00",,"0","https://shad-base.com/comic/aprils-in-time/","0","comic",,"0"
"2926","11","2014-04-07 00:01:00","2014-04-07 04:01:00",,"April Loligagging",,"publish","open","open",,"april-loligagging",,,"2014-04-07 00:01:00","2014-04-07 04:01:00",,"0","https://shad-base.com/comic/april-loligagging/","0","comic",,"0"
"2928","11","2014-05-11 00:01:00","2014-05-11 04:01:00",,"Fentons Mothersday",,"publish","open","open",,"fentons-mothersday",,,"2014-05-11 00:01:00","2014-05-11 04:01:00",,"0","https://shad-base.com/comic/fentons-mothersday/","0","comic",,"0"
"2930","11","2014-05-11 00:01:00","2014-05-11 04:01:00",,"Fentons Mothersdayx",,"publish","open","open",,"fentons-mothersdayx",,,"2014-05-11 00:01:00","2014-05-11 04:01:00",,"0","https://shad-base.com/comic/fentons-mothersdayx/","0","comic",,"0"
"2932","11","2014-05-11 00:01:00","2014-05-11 04:01:00",,"Fentons Mothersdayxx",,"publish","open","open",,"fentons-mothersdayxx",,,"2014-05-11 00:01:00","2014-05-11 04:01:00",,"0","https://shad-base.com/comic/fentons-mothersdayxx/","0","comic",,"0"
"2934","11","2014-05-11 00:01:00","2014-05-11 04:01:00",,"Fentons Mothersdayxxx",,"publish","open","open",,"fentons-mothersdayxxx",,,"2014-05-11 00:01:00","2014-05-11 04:01:00",,"0","https://shad-base.com/comic/fentons-mothersdayxxx/","0","comic",,"0"
"2936","11","2014-05-11 00:01:00","2014-05-11 04:01:00",,"Fentons Mothersdayxxxx",,"publish","open","open",,"fentons-mothersdayxxxx",,,"2014-05-11 00:01:00","2014-05-11 04:01:00",,"0","https://shad-base.com/comic/fentons-mothersdayxxxx/","0","comic",,"0"
"2938","11","2014-05-12 00:01:00","2014-05-12 04:01:00",,"Maddie Fenton",,"publish","open","open",,"maddie-fenton",,,"2014-05-12 00:01:00","2014-05-12 04:01:00",,"0","https://shad-base.com/comic/maddie-fenton/","0","comic",,"0"
"2940","11","2014-05-12 00:01:00","2014-05-12 04:01:00",,"Maddie Fentonx",,"publish","open","open",,"maddie-fentonx",,,"2014-05-12 00:01:00","2014-05-12 04:01:00",,"0","https://shad-base.com/comic/maddie-fentonx/","0","comic",,"0"
"2942","11","2014-05-12 00:01:00","2014-05-12 04:01:00",,"Maddie Fentonxx",,"publish","open","open",,"maddie-fentonxx",,,"2014-05-12 00:01:00","2014-05-12 04:01:00",,"0","https://shad-base.com/comic/maddie-fentonxx/","0","comic",,"0"
"2944","11","2014-05-13 00:01:00","2014-05-13 04:01:00",,"Danny Fenton",,"publish","open","open",,"danny-fenton",,,"2014-05-13 00:01:00","2014-05-13 04:01:00",,"0","https://shad-base.com/comic/danny-fenton/","0","comic",,"0"
"2946","11","2014-05-13 00:01:00","2014-05-13 04:01:00",,"Danny Fentonx",,"publish","open","open",,"danny-fentonx",,,"2014-05-13 00:01:00","2014-05-13 04:01:00",,"0","https://shad-base.com/comic/danny-fentonx/","0","comic",,"0"
"2948","11","2014-05-13 00:01:00","2014-05-13 04:01:00",,"Danny Fentonxx",,"publish","open","open",,"danny-fentonxx",,,"2014-05-13 00:01:00","2014-05-13 04:01:00",,"0","https://shad-base.com/comic/danny-fentonxx/","0","comic",,"0"
"2950","11","2014-05-13 00:01:00","2014-05-13 04:01:00",,"Danny Fentonxxx",,"publish","open","open",,"danny-fentonxxx",,,"2014-05-13 00:01:00","2014-05-13 04:01:00",,"0","https://shad-base.com/comic/danny-fentonxxx/","0","comic",,"0"
"2952","11","2014-05-15 00:01:00","2014-05-15 04:01:00",,"Spread Korra",,"publish","open","open",,"spread-korra",,,"2014-05-15 00:01:00","2014-05-15 04:01:00",,"0","https://shad-base.com/comic/spread-korra/","0","comic",,"0"
"2954","11","2014-05-15 00:01:00","2014-05-15 04:01:00",,"Spread Korrax",,"publish","open","open",,"spread-korrax",,,"2014-05-15 00:01:00","2014-05-15 04:01:00",,"0","https://shad-base.com/comic/spread-korrax/","0","comic",,"0"
"2956","11","2014-05-19 00:01:00","2014-05-19 04:01:00",,"Copperhead",,"publish","open","open",,"copperhead",,,"2014-05-19 00:01:00","2014-05-19 04:01:00",,"0","https://shad-base.com/comic/copperhead/","0","comic",,"0"
"2958","11","2014-05-19 00:01:00","2014-05-19 04:01:00",,"Copperheadx",,"publish","open","open",,"copperheadx",,,"2014-05-19 00:01:00","2014-05-19 04:01:00",,"0","https://shad-base.com/comic/copperheadx/","0","comic",,"0"
"2960","11","2014-05-19 00:01:00","2014-05-19 04:01:00",,"Copperheadxx",,"publish","open","open",,"copperheadxx",,,"2014-05-19 00:01:00","2014-05-19 04:01:00",,"0","https://shad-base.com/comic/copperheadxx/","0","comic",,"0"
"2962","11","2014-05-20 00:01:00","2014-05-20 04:01:00",,"Clara Lille",,"publish","open","open",,"clara-lille",,,"2014-05-20 00:01:00","2014-05-20 04:01:00",,"0","https://shad-base.com/comic/clara-lille/","0","comic",,"0"
"2964","11","2014-05-20 00:01:00","2014-05-20 04:01:00",,"Clara Lillex",,"publish","open","open",,"clara-lillex",,,"2014-05-20 00:01:00","2014-05-20 04:01:00",,"0","https://shad-base.com/comic/clara-lillex/","0","comic",,"0"
"2966","11","2014-05-21 00:01:00","2014-05-21 04:01:00",,"Tracey De Santa",,"publish","open","open",,"tracey-de-santa",,,"2014-05-21 00:01:00","2014-05-21 04:01:00",,"0","https://shad-base.com/comic/tracey-de-santa/","0","comic",,"0"
"2968","11","2014-05-23 00:01:00","2014-05-23 04:01:00",,"You Want Some Jinx With That",,"publish","open","open",,"you-want-some-jinx-with-that",,,"2014-05-23 00:01:00","2014-05-23 04:01:00",,"0","https://shad-base.com/comic/you-want-some-jinx-with-that/","0","comic",,"0"
"2970","11","2014-05-23 00:01:00","2014-05-23 04:01:00",,"You Want Some Jinx With Thatx",,"publish","open","open",,"you-want-some-jinx-with-thatx",,,"2014-05-23 00:01:00","2014-05-23 04:01:00",,"0","https://shad-base.com/comic/you-want-some-jinx-with-thatx/","0","comic",,"0"
"2972","11","2014-05-24 00:01:00","2014-05-24 04:01:00",,"Wird Gejinxed",,"publish","open","open",,"wird-gejinxed",,,"2014-05-24 00:01:00","2014-05-24 04:01:00",,"0","https://shad-base.com/comic/wird-gejinxed/","0","comic",,"0"
"2974","11","2014-05-24 00:01:00","2014-05-24 04:01:00",,"Wird Gejinxedx",,"publish","open","open",,"wird-gejinxedx",,,"2014-05-24 00:01:00","2014-05-24 04:01:00",,"0","https://shad-base.com/comic/wird-gejinxedx/","0","comic",,"0"
"2976","11","2014-05-30 00:01:00","2014-05-30 04:01:00",,"Getting Jinxedx",,"publish","open","open",,"getting-jinxedx",,,"2014-05-30 00:01:00","2014-05-30 04:01:00",,"0","https://shad-base.com/comic/getting-jinxedx/","0","comic",,"0"
"2984","11","2014-06-03 00:01:00","2014-06-03 04:01:00",,"POLICE BRUTALITY: PAGE 3",,"publish","open","open",,"police-brutality-page-3",,,"2024-05-30 23:37:03","2024-05-31 03:37:03",,"0","https://shad-base.com/comic/police-brutality-page-3/","0","comic",,"0"
"3006","11","2014-06-29 00:01:00","2014-06-29 04:01:00",,"Hardcorrax",,"publish","open","open",,"hardcorrax",,,"2014-06-29 00:01:00","2014-06-29 04:01:00",,"0","https://shad-base.com/comic/hardcorrax/","0","comic",,"0"
"3008","11","2014-06-29 00:01:00","2014-06-29 04:01:00",,"Hardcorraxx",,"publish","open","open",,"hardcorraxx",,,"2014-06-29 00:01:00","2014-06-29 04:01:00",,"0","https://shad-base.com/comic/hardcorraxx/","0","comic",,"0"
"3010","11","2014-06-29 00:01:00","2014-06-29 04:01:00",,"Hardcorraxxx",,"publish","open","open",,"hardcorraxxx",,,"2014-06-29 00:01:00","2014-06-29 04:01:00",,"0","https://shad-base.com/comic/hardcorraxxx/","0","comic",,"0"
"3014","11","2014-07-03 00:01:00","2014-07-03 04:01:00",,"Jinx Gets Aroundx",,"publish","open","open",,"jinx-gets-aroundx",,,"2014-07-03 00:01:00","2014-07-03 04:01:00",,"0","https://shad-base.com/comic/jinx-gets-aroundx/","0","comic",,"0"
"3018","11","2014-07-04 00:01:00","2014-07-04 04:01:00",,"Summer Copsx",,"publish","open","open",,"summer-copsx",,,"2014-07-04 00:01:00","2014-07-04 04:01:00",,"0","https://shad-base.com/comic/summer-copsx/","0","comic",,"0"
"3022","11","2014-07-06 00:01:00","2014-07-06 04:01:00",,"League Of Loli Tastingx",,"publish","open","open",,"league-of-loli-tastingx",,,"2014-07-06 00:01:00","2014-07-06 04:01:00",,"0","https://shad-base.com/comic/league-of-loli-tastingx/","0","comic",,"0"
"3026","11","2014-07-10 00:01:00","2014-07-10 04:01:00",,"Violet Parrx",,"publish","open","open",,"violet-parrx",,,"2014-07-10 00:01:00","2014-07-10 04:01:00",,"0","https://shad-base.com/comic/violet-parrx/","0","comic",,"0"
"3038","11","2014-08-28 00:01:00","2014-08-28 04:01:00",,"Oppai Opalx",,"publish","open","open",,"oppai-opalx",,,"2014-08-28 00:01:00","2014-08-28 04:01:00",,"0","https://shad-base.com/comic/oppai-opalx/","0","comic",,"0"
"3042","11","2014-09-01 00:01:00","2014-09-01 04:01:00",,"Samus 2014x",,"publish","open","open",,"samus-2014x",,,"2014-09-01 00:01:00","2014-09-01 04:01:00",,"0","https://shad-base.com/comic/samus-2014x/","0","comic",,"0"
"3044","11","2014-09-02 00:01:00","2014-09-02 04:01:00",,"Zero Suit Fox",,"publish","open","open",,"zero-suit-fox",,,"2014-09-02 00:01:00","2014-09-02 04:01:00",,"0","https://shad-base.com/comic/zero-suit-fox/","0","comic",,"0"
"3046","11","2014-09-02 00:01:00","2014-09-02 04:01:00",,"Zero Suit Foxx",,"publish","open","open",,"zero-suit-foxx",,,"2014-09-02 00:01:00","2014-09-02 04:01:00",,"0","https://shad-base.com/comic/zero-suit-foxx/","0","comic",,"0"
"3062","11","2014-09-08 00:01:00","2014-09-08 04:01:00",,"Chel A",,"publish","open","open",,"chel-a",,,"2014-09-08 00:01:00","2014-09-08 04:01:00",,"0","https://shad-base.com/comic/chel-a/","0","comic",,"0"
"3064","11","2014-09-08 00:01:00","2014-09-08 04:01:00",,"Chel Ax",,"publish","open","open",,"chel-ax",,,"2014-09-08 00:01:00","2014-09-08 04:01:00",,"0","https://shad-base.com/comic/chel-ax/","0","comic",,"0"
"3066","11","2014-09-29 00:01:00","2014-09-29 04:01:00",,"Deadpoon",,"publish","open","open",,"deadpoon",,,"2014-09-29 00:01:00","2014-09-29 04:01:00",,"0","https://shad-base.com/comic/deadpoon/","0","comic",,"0"
"3068","11","2014-09-29 00:01:00","2014-09-29 04:01:00",,"Deadpoonx",,"publish","open","open",,"deadpoonx",,,"2014-09-29 00:01:00","2014-09-29 04:01:00",,"0","https://shad-base.com/comic/deadpoonx/","0","comic",,"0"
"3070","11","2014-10-01 00:01:00","2014-10-01 04:01:00",,"Captured Deadpoon",,"publish","open","open",,"captured-deadpoon",,,"2014-10-01 00:01:00","2014-10-01 04:01:00",,"0","https://shad-base.com/comic/captured-deadpoon/","0","comic",,"0"
"3072","11","2014-10-05 00:01:00","2014-10-05 04:01:00",,"Molesting Deadpoon",,"publish","open","open",,"molesting-deadpoon",,,"2014-10-05 00:01:00","2014-10-05 04:01:00",,"0","https://shad-base.com/comic/molesting-deadpoon/","0","comic",,"0"
"3074","11","2014-10-05 00:01:00","2014-10-05 04:01:00",,"Molesting Deadpoonx",,"publish","open","open",,"molesting-deadpoonx",,,"2014-10-05 00:01:00","2014-10-05 04:01:00",,"0","https://shad-base.com/comic/molesting-deadpoonx/","0","comic",,"0"
"3076","11","2014-10-12 00:01:00","2014-10-12 04:01:00",,"Wrecking Deadpoonx",,"publish","open","open",,"wrecking-deadpoonx",,,"2014-10-12 00:01:00","2014-10-12 04:01:00",,"0","https://shad-base.com/comic/wrecking-deadpoonx/","0","comic",,"0"
"3078","11","2014-10-19 00:01:00","2014-10-19 04:01:00",,"Tiny Tina Rape",,"publish","open","open",,"tiny-tina-rape",,,"2014-10-19 00:01:00","2014-10-19 04:01:00",,"0","https://shad-base.com/comic/tiny-tina-rape/","0","comic",,"0"
"3080","11","2014-10-19 00:01:00","2014-10-19 04:01:00",,"Tiny Tina Rapex",,"publish","open","open",,"tiny-tina-rapex",,,"2014-10-19 00:01:00","2014-10-19 04:01:00",,"0","https://shad-base.com/comic/tiny-tina-rapex/","0","comic",,"0"
"3082","11","2014-10-21 00:01:00","2014-10-21 04:01:00",,"Halloween Mom",,"publish","open","open",,"halloween-mom",,,"2014-10-21 00:01:00","2014-10-21 04:01:00",,"0","https://shad-base.com/comic/halloween-mom/","0","comic",,"0"
"3084","11","2014-10-22 00:01:00","2014-10-22 04:01:00",,"Incestible Halloween",,"publish","open","open",,"incestible-halloween",,,"2014-10-22 00:01:00","2014-10-22 04:01:00",,"0","https://shad-base.com/comic/incestible-halloween/","0","comic",,"0"
"3086","11","2014-10-23 00:01:00","2014-10-23 04:01:00",,"Halloween Vi",,"publish","open","open",,"halloween-vi",,,"2014-10-23 00:01:00","2014-10-23 04:01:00",,"0","https://shad-base.com/comic/halloween-vi/","0","comic",,"0"
"3088","11","2014-10-23 00:01:00","2014-10-23 04:01:00",,"Halloween Vix",,"publish","open","open",,"halloween-vix",,,"2014-10-23 00:01:00","2014-10-23 04:01:00",,"0","https://shad-base.com/comic/halloween-vix/","0","comic",,"0"
"3090","11","2014-10-23 00:01:00","2014-10-23 04:01:00",,"Halloween Vixx",,"publish","open","open",,"halloween-vixx",,,"2014-10-23 00:01:00","2014-10-23 04:01:00",,"0","https://shad-base.com/comic/halloween-vixx/","0","comic",,"0"
"3092","11","2014-10-24 00:01:00","2014-10-24 04:01:00",,"Mavis",,"publish","open","open",,"mavis",,,"2014-10-24 00:01:00","2014-10-24 04:01:00",,"0","https://shad-base.com/comic/mavis/","0","comic",,"0"
"3094","11","2014-10-24 00:01:00","2014-10-24 04:01:00",,"Mavisx",,"publish","open","open",,"mavisx",,,"2014-10-24 00:01:00","2014-10-24 04:01:00",,"0","https://shad-base.com/comic/mavisx/","0","comic",,"0"
"3096","11","2014-10-25 00:01:00","2014-10-25 04:01:00",,"Rouge X Topaz Cover",,"publish","open","open",,"rouge-x-topaz-cover",,,"2014-10-25 00:01:00","2014-10-25 04:01:00",,"0","https://shad-base.com/comic/rouge-x-topaz-cover/","0","comic",,"0"
"3098","11","2014-10-25 00:01:00","2014-10-25 04:01:00",,"Rouge X Topaz Coverx",,"publish","open","open",,"rouge-x-topaz-coverx",,,"2014-10-25 00:01:00","2014-10-25 04:01:00",,"0","https://shad-base.com/comic/rouge-x-topaz-coverx/","0","comic",,"0"
"3100","11","2014-10-26 00:01:00","2014-10-26 04:01:00",,"Rouge X Topaz Page1",,"publish","open","open",,"rouge-x-topaz-page1",,,"2014-10-26 00:01:00","2014-10-26 04:01:00",,"0","https://shad-base.com/comic/rouge-x-topaz-page1/","0","comic",,"0"
"3102","11","2014-10-27 00:01:00","2014-10-27 04:01:00",,"Rouge X Topaz Page2",,"publish","open","open",,"rouge-x-topaz-page2",,,"2014-10-27 00:01:00","2014-10-27 04:01:00",,"0","https://shad-base.com/comic/rouge-x-topaz-page2/","0","comic",,"0"
"3104","11","2014-10-28 00:01:00","2014-10-28 04:01:00",,"Rouge X Topaz Page3",,"publish","open","open",,"rouge-x-topaz-page3",,,"2014-10-28 00:01:00","2014-10-28 04:01:00",,"0","https://shad-base.com/comic/rouge-x-topaz-page3/","0","comic",,"0"
"3106","11","2014-10-29 00:01:00","2014-10-29 04:01:00",,"Rouge X Topaz Page4",,"publish","open","open",,"rouge-x-topaz-page4",,,"2014-10-29 00:01:00","2014-10-29 04:01:00",,"0","https://shad-base.com/comic/rouge-x-topaz-page4/","0","comic",,"0"
"3108","11","2014-10-30 00:01:00","2014-10-30 04:01:00",,"Rouge X Topaz Page5",,"publish","open","open",,"rouge-x-topaz-page5",,,"2014-10-30 00:01:00","2014-10-30 04:01:00",,"0","https://shad-base.com/comic/rouge-x-topaz-page5/","0","comic",,"0"
"3110","11","2014-10-31 00:01:00","2014-10-31 04:01:00",,"Rouge X Topaz Page6",,"publish","open","open",,"rouge-x-topaz-page6",,,"2014-10-31 00:01:00","2014-10-31 04:01:00",,"0","https://shad-base.com/comic/rouge-x-topaz-page6/","0","comic",,"0"
"3112","11","2014-11-01 00:01:00","2014-11-01 04:01:00",,"Rouge X Topaz Page7",,"publish","open","open",,"rouge-x-topaz-page7",,,"2014-11-01 00:01:00","2014-11-01 04:01:00",,"0","https://shad-base.com/comic/rouge-x-topaz-page7/","0","comic",,"0"
"3114","11","2014-11-02 00:01:00","2014-11-02 04:01:00",,"Rouge X Topaz Page8",,"publish","open","open",,"rouge-x-topaz-page8",,,"2014-11-02 00:01:00","2014-11-02 04:01:00",,"0","https://shad-base.com/comic/rouge-x-topaz-page8/","0","comic",,"0"
"3116","11","2014-11-05 00:01:00","2014-11-05 05:01:00",,"Emily",,"publish","open","open",,"emily",,,"2014-11-05 00:01:00","2014-11-05 05:01:00",,"0","https://shad-base.com/comic/emily/","0","comic",,"0"
"3118","11","2014-11-05 00:01:00","2014-11-05 05:01:00",,"Emilyx",,"publish","open","open",,"emilyx",,,"2014-11-05 00:01:00","2014-11-05 05:01:00",,"0","https://shad-base.com/comic/emilyx/","0","comic",,"0"
"3120","11","2014-11-05 00:01:00","2014-11-05 05:01:00",,"Zemily The Strange",,"publish","open","open",,"zemily-the-strange",,,"2014-11-05 00:01:00","2014-11-05 05:01:00",,"0","https://shad-base.com/comic/zemily-the-strange/","0","comic",,"0"
"3122","11","2014-11-06 00:01:00","2014-11-06 05:01:00",,"The Shadgirl",,"publish","open","open",,"the-shadgirl",,,"2014-11-06 00:01:00","2014-11-06 05:01:00",,"0","https://shad-base.com/comic/the-shadgirl/","0","comic",,"0"
"3124","11","2014-11-06 00:01:00","2014-11-06 05:01:00",,"The Shadgirlx",,"publish","open","open",,"the-shadgirlx",,,"2014-11-06 00:01:00","2014-11-06 05:01:00",,"0","https://shad-base.com/comic/the-shadgirlx/","0","comic",,"0"
"3126","11","2014-11-07 00:01:00","2014-11-07 05:01:00",,"The Shadgirl Take2",,"publish","open","open",,"the-shadgirl-take2",,,"2014-11-07 00:01:00","2014-11-07 05:01:00",,"0","https://shad-base.com/comic/the-shadgirl-take2/","0","comic",,"0"
